COMPANY_NAME,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
"KRONES MEX, S.A. DE C.V.",234374.51,241683.26,271510.51,323005.65,289406.35,311495.88,295709.71,346801.78,300463.92,402278.86,433316.18
"CULVER FRANCHISING SYSTEM, INC.",215091.47,269675.92,255910.24,306715.38,237409.26,306414.8,312660.17,327623.71,382857.9,383655.88,378555.09
"ALLIANCE FOR A HEALTHIER GENERATION, INC.",261970.94,316115.81,356217.56,353985.26,253966.59,278785.57,217005.99,291809.43,283045.11,341177.52,160699.89
"EARTH, INC.",209922.53,193897.25,273817.09,301092.03,294601.45,320234.06,396863.93,307354.84,312739.66,322359.96,408297.45
METTLER TOLEDO SA DE CV,292866.4,324642.08,303856.1,367607.09,250911.45,286605.87,263603.25,300022.8,220050.96,276747.17,311009.59
"EHARMONY, INC.",253645.15,375812.85,302992.72,306941.95,226471.21,308949.84,220971.16,329554.49,284785.69,303248.39,197802.84
BLUE PILLAR INC,266125.93,274600.64,391278.5,284609.45,365072.28,287985.69,297572.16,236636.83,203340.66,34567.22,100138.95
KYB AMERICAS CORPORATION (KYB AMERICA LLC - ADDISON IL),314602.67,291572.35,286805.84,274793.59,262402.98,307926.82,272293.93,266615.64,329315.04,353291.35,309443.6
BRAND-REX LTD,255015.64,311299.99,265454.66,335868.8,269427.25,338980.17,277295.18,405419.76,147495.66,230439.9,212938.92
SALVATORE FERRAGAMO SPA,260984.73,317942.09,210226.33,355856.91,237315,316136.9,230623.93,383888.42,293257.86,315431.1,252338.81
SCG FINANCIAL MERGER I CORP,392784.5,325318.71,286077.24,275170.31,201122.06,276945.72,270574.63,296984.64,280922.48,247144.1,209406.9
ENTERPRISE VISION TECHNOLOGIES,180689.73,205204.28,309418.2,276692.54,251668.35,358395.15,198818.09,365886.98,458582.28,467209.86,664133.16
COLLEGE OF DUPAGE,242111.66,338630.82,244679.04,263989.5,289098.15,371747,255028.04,318293.41,281272.05,421494.13,268573.19
ZEPHYR HEALTH INC,480809.17,404648.14,405001.47,278163.4,222969.04,210378.6,210393.65,197215.06,186158.52,237379.36,229263.25
TRUSTMARK INSURANCE COMPANY,260521.39,375884.43,339019.14,272525.46,259272.48,273149.03,305845.29,268860.32,240156.87,278513.56,242946.12
INDIANA PROFESSIONAL MANAGEMENT GROUP,254574.27,287741.65,278402.08,310292.7,275378.13,304529.51,293907.19,300108.24,290202.71,313440.79,266917.54
THE EMERY WATERHOUSE COMPANY,233285.41,290160.41,268168.69,285236.76,322369.43,274351.43,285736.25,288039.46,347487,326049.35,454669.63
"CAM2 INTERNATIONAL, INC.",259932.84,276332.22,279514.76,301750.84,323690.15,313048.68,196344.72,265697.08,376570.69,332446.66,330350.89
THE ENERGY AUTHORITY,190336.7,249992.13,371823.42,281112.63,261079.35,291760.13,250702.55,479754.98,216266.14,270215.22,194202.39
WELLSPRING ADVISORS LLC PROFESSIONAL,213887.65,266552.92,256750.22,355482.09,270510.45,356052.99,252627.64,351442.43,267031.19,302464.26,308650.64
"CITIZENS DISABILITY, LLC",130646.93,235074.16,907545.14,388410.91,225001.12,116920.66,276008.85,175580.98,135111.79,306121.75,114890.45
PARTNERS HEALTHCARE,202761.59,233402.04,254835.62,266441.82,322475.2,408484.03,306568.11,294905.59,298895.76,309271.37,277748.16
ENERGYSAVVY,214390.02,344005.74,307038,323973.24,272307.38,315906.79,223978.93,300232.53,286355.71,274234.81,232796.94
LOUIS DREYFUS COMPANY SUISSE SA,294000.79,219242.06,175499.74,288058.94,281994.96,336204.9,305548.95,404162.3,281918.87,300167.45,270734.18
CW FINANCIAL SERVICES LLC,366897.3,374389.44,345515.59,354876.98,309891.64,272831.57,198002.41,199608.54,164260.08,211537.15,142225.82
"COPESAN SERVICES, INC.",283367.55,341443.79,272709.02,261229.18,281931.38,265541.83,269112.83,273131.89,337322.83,321074.86,289767.15
"TALENT PLUS, INC.",285968.27,357596.61,273705.33,285899.04,256649.36,277240.03,270920.22,264947.92,308665.34,355057.85,379760.37
STONE BREWING CO.,174868.05,298218.18,285212.81,315799.11,258516.26,347965.06,324489.58,301457.79,274495.38,396550.71,380152.4
"SANDRIDGE ENERGY, INC.",439638.16,332599.63,384812.49,470061.23,223896.73,182726.14,211846.59,152154.39,183126.21,211785.73,138539.56
SANSUM SANTA BARBARA MEDICAL CLINIC,328099.41,216270.58,221702.9,396079.83,273778.38,191658.21,207774.58,530437.29,214877.34,163550.45,219366.8
"BASS UNDERWRITERS, INC.",206438.25,303453.78,188723.3,314448.65,281060.34,298369.63,294410.69,337750.17,355789.28,414127.88,297432.29
THE VITALITY GROUP,169334.21,252115.88,205930.97,276946.7,328684.2,352353.49,369126.48,417053.69,207780.58,345927.06,246641.58
NEW LEADERS INC,239682.98,296402.38,306067.19,246146.34,248475.01,289662.29,328656.7,287041.05,335723.42,324420.51,392370.38
DYNAPOWER CORPORATION,268069.25,297676.93,267742.13,312981.01,267767.03,281172.83,293120.06,282329.19,306694.91,364797.96,390863.15
"GLOBAL FRANCHISE GROUP, LLC",248523.47,340024.31,309430.53,257747.88,333752.87,298932.8,274051.06,190564.82,323784.93,347737.33,372380.35
TRANSMARKET INFRASTRUCTURE HOLDINGS LLC.,194794.24,227279.21,269702.73,276670.85,231611.79,301355.2,432415.24,323974.69,318425.46,308361.25,366996.52
ALCUMUS HOLDINGS LIMITED,245630.51,324273.34,293388.88,339500.81,278438.54,313845.7,296663.97,270220.45,212503.61,230332.19,240726.19
"MOXIE SOFTWARE, INC",228048.66,274902.74,322869.05,287056.46,285288.31,306288.35,298480.81,269902.78,300771.12,280171.21,190184.04
"ARISGLOBAL, LLC",419628.23,220633.26,314093.84,265389.51,173994.14,201105.47,333505.49,352885.97,291853.51,191187.52,151457.33
PACIFIC MARITIME ASSOCIATION INC,304796.73,282978.72,265239.29,335853.1,332277.23,357421.23,231105.65,211954.51,251189.02,304325.54,193918.6
"CONCENTRIC ADVISORS, INC.",198694.37,228230.41,283909.24,263459.77,342334.36,274472.99,342688.95,318531.13,319385.56,530059.64,575760.37
METAL SALES,261091.01,263668.81,275761.2,234137.65,264250.03,295237.76,298308.14,323695.13,354612.48,405182.97,390168.63
ADVERTISING SPECIALTY INSTITUTE,323633.88,326102.9,303225.88,326032.38,323662.61,240651.52,272824.07,184745.37,269457.44,179873.35,262098.97
"CRS REPROCESSING, LLC",356087.47,287381.55,289077.7,273120.53,308098.97,283970.07,285175.28,255069.71,231788.13,192173.95,210877.04
SQUARE ROOT,256533.08,198561.17,329241.36,169369.35,159501.96,298633.79,335432.51,409654.76,411998.87,307162.35,362200.3
"MISONIX, INC.",235687.56,233298.15,239736.47,296583.05,328876.83,343146.86,265238.88,318745.17,306354.63,307002.53,283502.64
PRINOVA USA LLC,172182.11,209820.19,268847.34,261053.54,263877.67,290895.49,383125.27,372959.2,342923.27,377075.47,331459.16
"PRIMEPAY, LLC",203738.22,338220.92,329846.99,335496.07,359776.41,277551.75,231605.85,298335.24,190841,292057.65,262505.21
HOLLY HUNT,224154.21,261336.38,249724.13,334124.52,227927.71,309876.62,330377.27,363487.49,263380.23,272965.67,231727.41
"MOSES LAKE INDUSTRIES, INC.",262837.71,283950.51,237491.61,261286.7,255516.03,289858.25,242936.65,341198.66,388907.35,286941.69,334764.25
"MARQUETTE ASSOCIATES, INC.",247655.75,259616.35,213314.67,283423.04,287612.58,280668.41,321389.29,325671.78,343611.25,376088.97,409567.05
WESTFALIA,308616.62,281954.7,248778.85,349548.94,255181.72,223548.3,325901.08,272323.19,297011.09,316040.32,334987.9
SOMPO JAPAN NIPPONKOA INSURANCE SERVICES INC.,284666.85,288828.3,239982.31,275031.97,278596.41,294651.86,295192.64,345902.08,259915.78,301612.53,280930.89
CHILD AND FAMILY SUPPORT SERVICES,275869.96,279710.94,414158.7,313407.12,240626.1,227990.28,210006.55,298744.27,301856.03,281823.35,401064.49
"SCHOOLOGY, INC.",172761.9,236825.31,311509.6,409353.22,335302.44,332100.2,277363.9,274188.76,211244.34,322288.23,269628.94
"TECHNEKES, LLC",284194.49,343559.47,343876.14,413826.65,241030.32,227513.08,256693.74,221530.14,228165.41,198485.11,180003.51
INTERNATIONALS UNION OF OPERATING ENGINEERS (US & CA),272479.31,315317.02,297616.49,288671.84,298101.95,292764.63,264922.69,263029.88,267099.61,342310.96,309426.21
NISSAN GLOBAL COMPANY LIMITED,88066.07,212658.45,248167.98,420888.51,372814.38,345225.96,244923.7,288734.8,337474.91,228476.4,254780.28
GEMAIRE DISTRIBUTORS LLC,303004.92,286444.93,240291.36,313540.46,306698.55,232481.54,250626.37,291054.61,334267.72,383365.86,305970.16
"PARAMOUNT MARKETING GROUP, LLC",290584.07,307702.93,266324.28,311712.9,262865.61,293739.98,249034.95,271683.47,303361.48,334890.45,254003.14
HYTORC,134049.62,214175.98,214306.92,273850.83,185329.58,231207.57,339922.28,454653.55,508747.03,448456.46,461973.31
HIRATA CORPORATION OF AMERICA,203448.22,302596.54,218981.99,255069.83,274047.53,271950.28,306836.25,311054.22,410289.51,414223.68,548423.08
GORDON BROTHERS INTL LLC,220027.15,246273.62,312945.28,337629.69,295097.19,400525.9,251075.03,248639.4,241778.27,268287.91,296463.52
NTE SOLUTIONS,221070.56,198423.52,374409.02,268484.29,215544.11,411478.04,351458.53,299200.01,213863.67,186201.73,90532.79
AAPC LIMITED,250279.73,417482.46,256299.29,288785.27,204422.48,229685.06,287854.11,393803.76,225138.03,266650.79,227066.76
ENERGY FOUNDATION,95434.64,265980.77,268323.47,366278.88,318669.09,250942.63,281648.87,424236.57,281539.61,486617.44,331100.26
"GTA AMERICAS, LLC",236433.9,303768.29,189692.69,203737.65,299005.04,377707.23,327707.61,369303.26,244813.4,259658.92,244579.55
THE HILLMAN COMPANY,216436.3,282168.49,250177.08,409089.92,210499.47,195559.61,336681.16,329932.36,320959.05,327672.86,278203.39
"GOOD START GENETICS, INC.",186046.63,275141.56,242465.41,316450.82,301262.72,313750.62,265163.44,346492.29,304678.34,315924.7,269165.52
"FORMETCO, INCORPORATED",225128.15,218870.71,252900.86,287557.23,229947.34,332258.4,385634.42,247907.02,368703.38,387688,359177.18
VIRTUAL RADIOLOGIC CORPORATION,219061.09,304243.19,255637.82,270346.95,319078.2,241697.22,297453.7,299199.34,340876.24,309866.84,443688.83
POWER DISTRIBUTORS LLC,179942.43,222424.02,282115.19,283564.83,274066.53,360386.37,318841.9,277982.25,347588.32,279267.33,270130.96
AMERICAN CARPET SOUTH,233493.73,202747.98,348317.24,452382.16,248425.85,212323.68,249408.06,232201.93,367199.91,227032.86,205717.54
"ABN AMRO BANK N.V., HONG KONG BRANCH",168674.38,308487.03,312556.67,450169.61,187118.58,205902.51,232953.01,415063.09,265233.43,260854.74,216841.33
RELIANCE STEEL & ALUMINUM CO.,233480.95,260829.68,258516.84,346134.5,294405.53,299846.08,305072.65,303784.64,243459.2,361661.85,285571.01
SENCO BRANDS INC.,284481.28,301705.59,267629.05,281845.81,237591,319267.3,289598.02,284168.56,277065.9,280273.96,302824.44
DHL GLOBAL FORWARDING (AUSTRALIA) PTY LTD,199009.16,319011.06,414908.7,337156.32,241036.48,294335.58,236223.17,261050.43,236436.64,277273.94,257120.45
PLANES INC,196439.35,262963.79,237686.76,319918.62,277120.81,311193.11,374212.53,336644.58,222499.77,318109.3,403843.01
"INVOLTA, LLC",254173.15,276455.75,367559,418899.97,282823.76,201745.94,212275.79,239095.61,285637.46,342500.49,459181.09
BAKOTIC PATHOLOGY SERVICES,234226.47,317651.03,238668.01,292386.05,224477.16,318047.7,290190.26,326278.47,296306.48,331936.37,293075.92
URSCHEL LABORATORIES INC,260623.5,210673.57,259508.37,275988.63,299791.98,282136.13,332321.17,316555.39,295519.8,334548.84,274384.25
AMOENA USA CORPORATION,311912.47,360208.74,356247.3,296131.57,349600.78,271535.44,191623.66,191106.62,201881.86,175786.9,187440.92
"RANCH AND HOME SUPPLY, LLC",289328.55,258311.92,181365.71,245529.26,334403.32,278017.88,290514.56,283216.66,368793.79,346612.58,311285.09
"C&M CONVEYOR, INC",218578.1,286323.77,288187.88,278285.9,284737.43,259236.72,284383.48,312193.55,317167.42,358476.09,315823.46
MERCHANT E-SOLUTIONS,144193.47,206633.86,238599.58,256110.99,336996.16,342423.86,323988.38,309818.45,370252.6,307785,260308.02
TTI ELECTRONICS ASIA PTE LTD,304360.8,359070.46,278803.62,292519.55,218376.32,287267.91,261412.29,338485.75,188639.24,252891.26,283803.71
JHT HOLDINGS INC,262847.48,278116.62,285374.63,266904.34,358736.28,235447.26,187372.39,333662.09,318009.6,276325.75,296504.41
PAMLICO CAPITAL,261091.72,248017.49,251690.99,294698.57,301219.15,281882.16,286240.18,287478.67,312097.43,345209.1,325164.49
"DONGHIA, INC.",248198.73,264601.58,303130.1,306994.55,253367.61,280722.01,272440.89,299231.4,293768.08,345008.81,305202.3
NORVAX INC,313040.42,221980.69,235982.41,225777.67,339333.05,225808.96,267083.56,413603.35,279667.23,257702.27,235573.72
EMF LTD,316065.19,308357.23,269118.3,350731.97,292836.29,404633.37,329734.5,149166.14,100842.67,87668.97,187632.59
FALCONSTOR,263913.43,325591.7,348667.18,387009.41,329105.04,293862.37,242450.09,182532.34,147903.07,121142.96,103525.11
ARCUS FOUNDATION,322438.97,362209.22,196982.41,240679.89,370463.64,296322.4,271708.1,276206.07,183813.4,145484.46,138235.84
"ANDERSONBRECON, INC. D/B/A PACKAGING COORDINATORS INC. OR PCI",166946.08,199826.94,178032.13,247818.24,260234.23,321112.45,345771.86,402114.77,398909.49,591372.43,509384.88
MOTHERS AGAINST DRUNK DRIVING- MADD,221849.66,329660.94,269435.79,277272.6,272349.01,321905.14,293052.62,314282.12,220164.06,357063.48,313143.77
PRIME EQUIPMENT GROUP.,235108.1,205871.75,291351.21,264295.47,301804.26,221262.36,336737.84,333972.17,329389.17,317654.08,262241.43
ELECTRIC CLOUD INC.,298939.25,348065.16,272498.18,215281.64,269247.88,266596.91,320188.32,350459.87,177194.84,224061.41,215907.6
LUKE'S LOBSTER,164839.14,247584.05,307139.48,302528.45,308541.35,308719.91,371814.14,287373.63,218327.47,373699.75,412921.64
LIFE ACCOUNT LLC DBA COMPASS PROFESSIONAL HEALTH SERVICES,263595.04,332054.19,293083.96,290195.65,270646.64,282213.08,232094.55,284642.41,267925.24,356597.64,258435.98
NETWORK SERVICES COMPANY,217106.16,336268.53,266963.32,271419.99,303325.55,278422.38,321896.22,250848.79,269519.66,325917.95,267450.11
"ZUMASYS, INC.",198861.91,222578.35,224561.88,263226.92,431235.61,234248.32,269346.94,322278.02,348866.61,274090.26,232161.72
THURAYA TELECOMMUNICATIONS COMPANY,290661.49,299591.2,169280.41,355216.13,162407.22,322680.9,269727.17,341329.98,304103.1,194752.32,167191.66
EDMONTON ECONOMIC DEVELOPMENT CORPORATION,244133.6,251739.4,399541.42,487163.48,201159.52,202319.77,179657.16,319895.43,226349.04,297419.5,368304.36
TUPELO HONEY HOSPITALITY CORPORATION,197687.53,188301.92,333255.69,334606.06,232160.64,316407.12,357622.19,230062.98,321737.55,500099.19,455935.07
"THE ABERNATHY MACGREGOR GROUP, INC - CTE",270532.27,339207.11,321637.37,385614.32,227444.59,266810.19,198749.33,302313.19,199435.42,217609.53,178610.56
"SOMERSET CPAS, P C",281976.89,287380.39,258159.83,250900.79,281146.73,295295.63,278812.7,305293.24,272315.73,324223.47,270770.8
"MATRIX ABSENCE MANAGEMENT, INC.",258924.5,258815.94,257693.38,245908.08,317301.33,292449.19,278072.6,296602.3,305056.94,283943.55,237478.98
TEAM VELOCITY MARKETING,276648.2,337753.91,302847.09,283308.22,270252.75,266710.32,239392.75,237808.57,295014.83,320100.24,309484.75
WORLDPAY INC.,376853.39,253270.79,254492.67,328708.85,302982.35,316488.58,217319,326846.78,132565.49,156967.46,161104.02
QRX MEDICAL MANAGEMENT,260675.46,254854.35,259018.29,469458.48,282391.42,260463.53,239049.95,370536.89,110808.14,24564.72,29698.8
LEGAL SERVICES CORPORATION,277795.64,270146.01,280312.14,360194.71,234967.96,247223.94,303806.65,270271.77,260827.27,313711.88,286664.94
MINGLEDORFFS INC,189833.54,253098.94,229889.28,345941.14,258103.01,293301.78,241065.64,368098.86,324437.91,340516.12,304374.44
TWIN RIVERS PAPER COMPANY LLC,217932.42,258750.88,221807.34,296907.67,309553.51,211708.09,260186.53,377087.28,349723.02,461226.12,389480.14
FRAENKISCHE,341319.09,249571.43,238366.03,276170.29,200213.04,281339.84,271706.32,338996.89,305791,306684.04,255580.26
SUMM IT CORPORATION,279086.15,280923.77,261455.71,264621.71,302788.58,312367.78,278702.14,242428.24,278500.56,262851.21,222614.67
IN-Q-TEL,323126.45,239233.55,243059.52,313120.98,257022.21,228478.74,311625.43,300740.66,283842.85,322495.6,277174.99
PRIMO WATER CORPORATION,185339.44,266245.63,233903.54,279968.32,254077.27,278724.93,282118.97,355667.93,363647.38,409671.45,494773.36
"KFT FIRE TRAINER, LLC.",190630.16,267509.86,255906.7,309870.55,255230.88,366795.02,329249.59,307900.84,214327.69,285210.7,366686.62
"MEDQUEST, INC.",323279.6,271808.6,245735.42,387076.46,259991.02,262772.08,196610.28,289981.54,259802.29,185611.84,171172.9
TIFFANY & CO (AUSTRALIA) PTY LTD,279120.01,197126.65,185388.24,210731.92,247178.47,407406.87,202148.67,488336.7,279170.81,303697.67,247017.26
"UPWARD UNLIMITED, INC",296570.75,441004.32,330784.58,230134.55,182258.74,290456.02,279940.66,211804.49,233353.92,298897.69,314020.08
ESCADA AMERICA LLC.,678855.66,363722.95,158677.02,247998.39,194500.55,236308.47,288223.57,226554.53,98883.13,167291.53,82961.5
"FALLON COMMUNITY HEALTH PLAN, INC.",328143.36,367194.61,240102.26,385656.13,274219.17,232962.19,201643.42,264659.95,199138.88,199758.74,172316.68
VINTAGE WINE ESTATES,216655.79,277743.47,277316.2,305588.24,237364.16,349585.58,257078.9,269241.68,301920.66,455858.19,505442.57
FLODRAULIC GROUP INCORPORATED,222450.47,300146.71,311135.33,293810.24,279445.91,327948.64,294652.03,226154.23,233872.97,224853.7,228937.08
"CADWELL INDUSTRIES, INC.",99955.37,310884.39,334404.81,319225.95,276791.43,272747.69,302369.99,252708.13,320025.03,342928.15,314127.81
PCMS DATAFIT INC.,270801.1,288296.56,259042.73,276486.64,284703.64,273975.65,255585.49,330087.58,249003.7,322336.18,216609.61
MENLO COLLEGE,332940.91,228495.87,212799.4,269794.93,272511.45,240891.14,178054.94,329135.33,423283,314777.27,254755.13
"CELESTRON ACQUISITION, LLC",300419.78,237034.2,326114.35,306682.45,282881.19,268152.41,262556.06,248704.4,255159.74,185269.3,165320.59
ENTERTAINMENT SOFTWARE ASSOCIATION,224492.11,171687.35,314518.65,290729.99,224729.32,291217.18,270477.32,373655.64,325777.66,283046.5,236257.59
"ZONIN U.S.A., INC.",200799.04,264807.02,250966.34,274072.8,290649.36,322096.64,284191.72,316207.28,282236.38,368303.2,332473.06
ENTERPRISE FLORIDA INC_US,270310.12,411937.23,324234.55,411693.05,316344.39,265596.88,199674.02,145832.76,139355.83,178566.44,141974.76
ACELRX PHARMACEUTICALS INC,274082.45,131354.87,200246.87,314716.4,353103.72,275978.46,347690.66,346850.07,239892.59,237691.57,107139.89
"INVOCA, INC.",215500.86,228853.24,348629.92,327848.86,278063.24,347356.06,275520.57,244518.95,217455.94,237894.78,266844.49
"CVRX, INC.",228536.58,233451.17,164016.57,259843.57,275119.8,287896.85,275585.16,368804.49,390044.69,420676.05,423768.89
"ANNALY CAPITAL MANAGEMENT, INC.",224344.53,372179.9,265699.88,348253,362945.1,158358.01,193280.65,290181.33,267257.74,207037.77,175535.03
UNICREDIT BANK AG,387661.51,483689.81,179552.31,261069.62,277267.9,233428.35,196023.28,280358.2,182617.93,248240.33,222940.4
ALLENTOWN INC,231602.65,231404.02,248833.48,345355.4,265695.5,253590.82,252829.86,395188.79,256503.03,271147.58,256567.31
FIDIA PHARMA USA INC.,245164.36,269266.25,244686.67,278108.89,262821.42,313308.83,294310.3,295793.42,274765.01,371914.55,379010.19
WITRICITY CORPORATION,391394.82,324248.26,294621.99,366189.15,212332.45,250667.98,231516.12,249123.97,157951.95,206639.93,119948.62
SIGNAL 88 SECURITY,403213.49,243895.65,322272.83,275616.88,316143.51,289846.65,199329.35,198205.75,228703.76,237198.82,187680.36
DATA #3 LIMITED,213498.09,300409.71,251440.21,249420.44,252085.71,313271.4,307502.91,319957.16,268631.69,361516.33,275755.96
"SECURITY NATIONAL AUTOMOTIVE ACCEPTANCE COMPANY, LLC",253752.07,340790.73,190186,189561.14,299044.19,327644.97,285319.79,309797.77,279872.17,223027.84,223612.3
AJ CAPITAL PARTNERS,216770.66,381553.49,274092.28,290287.64,242781.67,400018.71,170275.5,235436.39,264531,241064.18,350526.84
LEGACY ADVISORS. LLC,134853.27,472523.56,379458.63,283129.99,154238.56,196273.95,330250.73,301682.7,221716.17,346446.88,331770.11
EXCELIAN LTD,414770.09,280357.8,190929.88,232323.69,263443.73,336681.37,227458.41,251308.03,275841.59,384521.13,273848.91
LINTECH INTERNATIONAL LLC,283769.62,310826.55,286524.5,303519.66,234961.82,313557.82,227889.26,256706.4,254614.75,298248.19,302445.72
HEALTHCARE 21,207117.33,339680.17,181026.68,194225.15,218128.74,235845.94,352081.6,471918.33,270852.6,315188.82,257859.06
SEMINOLE TRIBE OF FLORIDA,90025.68,275999.86,340580.2,269095.15,261731.48,369919.16,264225.87,294143.74,305108.45,387700.97,282445.08
TARGUS INTERNATIONAL LLC,267426.62,217793.94,234953.92,241739.36,235985.37,235554.09,281635.53,333661.83,420899.92,446585.84,679466.38
"NET(NET), INC.",401286.77,260693.52,305388.82,343818.08,375405.38,223653.47,134730.76,186428.78,237583.66,159551.84,93551.85
"AMYRIS, INC.",242213.11,291743.35,244885.47,268013.57,279070.88,248889.47,172923.03,236489.97,483592.47,274011.3,432551.9
"LEEWARD ASSET MANAGEMENT, LLC",309249.92,324614.16,199778.8,233148.12,221096.14,261929.28,319948.06,336799.06,259543.54,306972.77,211355.45
BCS FINANCIAL CORPORATION,271577.33,224856.94,221772.72,355549.56,180630.89,357565.94,325704.56,327014.63,201120.6,276290.84,223209.46
SENECA RESOURCES CORPORATION,355720.39,415617.86,423045.32,326638.3,153192.97,197409.86,216588.15,201503.66,174702.8,318321.26,226482.78
AVADYNE HEALTH,226527.46,258617.45,270787.39,273159.46,239529.1,261462.36,306846.71,347803.5,278795.01,327161.14,276509.64
CHUBB INSURANCE JAPAN,278501.42,238441.39,248028.89,244025.29,274464.23,264034.28,271784.8,321763.67,318752.79,330054.42,291940.81
"INFRAREDX, INC.",708095,346646.1,240883.73,221962.7,196728.09,207990.37,127202.4,231246.82,178358.04,185990.67,147382.46
TRIMONT REAL ESTATE ADVISORS,183888.04,253643.86,178544.51,304436.01,578885.33,293670.61,219771.57,236348.43,209680.79,279835.29,186098.31
"ESSENTIAL INDUSTRIES, INC.",139227.41,174506.91,223800.4,270365.15,213902.53,239108.65,240684.96,306171.59,649799.89,301100.85,302446.74
SPARTAN MOTORS,324443.13,292851.93,260957.59,292803.71,251844.52,228695.94,249248.05,259755.45,296496.58,341273.16,335066.76
"EVATEC NA, INC",124555.02,184532.7,302661.94,291990.73,275173.91,299515.04,333503.2,326661.48,317606.06,337937.98,265487.53
UNION CORRUGATING COMPANY,296851.7,176073.53,273718.94,260375.23,297732.22,267110.89,271901.7,333756.76,278084.45,251688.94,221174.36
BOUMATIC LLC,227421.67,241500.26,246938.36,267604.02,280162,317562.21,256076.33,319393.85,298726.8,340959.88,256028.98
E&B NATURAL RESOURCES MANAGEMENT CORPORATION,209280.16,249138.59,271057.62,214212.31,259788.89,237726.05,256082.25,319270.85,437823.93,329886.91,352349.81
CONTROL SOLUTIONS INC,272598.4,252421.82,292394.41,227014.62,314491.27,249732.07,295573.25,246948.24,303044.77,318099.53,314948.54
"NEW VISION DISPLAY, INC.",192332,178967.42,251400.84,290931.51,289377.26,293458.48,317108.45,349307.87,289805.56,295495.71,230226.3
"MATHENA, INC",408468.34,479401.41,251745.58,190698.39,170800.75,202969.19,255962.7,259126.75,231043.93,286354.53,158772.84
"IDENTITY THEFT 911, LLC",264107.14,335621.21,221030.52,244708.54,347335.48,211087.03,290081.59,270144.44,264505.34,257971.14,395509.56
ENGLERT INC,292796,343445.12,305643.1,313460.73,280847.07,215197.84,211407.45,213897.98,271485.24,263178.17,213496.9
"HIGHWOODS PROPERTIES, INC - CTE",250431.06,240833.43,278181.78,333881.89,259428.15,245863.73,248199.31,313380.89,277883.82,292558.27,232163.61
LENDERLIVE NETWORK LLC,201489.61,241593.99,292453.18,292369.6,255139.9,278693.08,269441.17,318057.98,298076.16,402227.14,486092.34
LINQ3 TECHNOLOGIES LLC,162989.65,427394.95,293380.21,396045.06,334547.73,259964.97,235940.04,193241.16,142955.13,137098.69,167529.27
BRAIN CORPORATION,291897.96,292639.18,276047.22,175505.82,269855.1,339190.03,168968.21,239037.74,392746.62,522607.39,206953.17
GENERAL MARITIME CORPORATION,335678.35,395157.44,358932.58,312698.73,179633.28,193644.79,242938.28,223768.75,201919.49,220917.96,286436.6
ANCHOR GLASS CONTAINER CORPORATION,259166.89,268145.59,271437.1,254147.93,247479.9,329598.94,278332.69,265814.99,269153.77,318710.2,379463.33
NATIONAL KIDNEY FOUNDATION,237602.32,288189.29,227607.82,302076.78,261023.65,320272.38,215464.3,335722.32,254316.86,274085.06,223922.18
"HOMECHOICE PARTNERS, INC",313090.97,262169.62,285492.22,302560.72,293188.72,348122.15,264712.17,152024.5,220371.82,379055.27,362325.18
"L&AMP;M RADIATOR, INC.",249889.41,389877.26,286073.41,227996.09,231078.32,345129.72,206870.79,195928.72,307986.92,449314.56,255511.06
"DEN-TAL-EZ, INC.",236484.39,265552.94,266604.17,262888.86,223115.89,282554.09,302472.37,328600.33,270009.6,286749.31,252469.75
MCKESSON AUTOMATION CANADA CORPORATION,282825.81,276717.05,268840.83,297056.01,282274.3,225505.36,241053.9,285702.51,277638.98,247558.69,290292.15
NAVIDEA,243698.84,296103.83,326555.01,307631.95,289273.17,299665.99,256070.15,177777.11,238503.6,99096.49,60206.69
"EXPERTICITY, INC.",342979.82,255641.53,200407.35,227127.37,246590.38,279307.81,278943.88,297426.71,306227.74,283554.94,273293.43
"SDDS HOLDINGS, INC",246440.82,321128.14,314221.7,262524.78,271552.48,265542.36,295295.33,187427.13,270409.33,227581.81,259740.52
MEGA FAB,215146.43,221964.81,310127.02,345778.77,231988.84,251270.73,220933.45,368957.69,268316.97,328835.43,313696.62
SECURA INSURANCE,191016.96,284344.36,242751.83,298102.02,253044.71,326982.05,267210.41,300346.13,270567.73,353090.43,273538.8
SERVICE SOURCE NETWORK,244344.41,292721.05,298792.18,266564.35,228952.05,271557.18,282508.79,288230.93,258863.95,307344.13,356129.31
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",369952.43,286375.63,312638.22,180625.27,418662.59,216656.66,240379.04,193339.68,212602.54,184457.71,126800.85
COBX,275338.85,267876.01,185906.68,196508.87,166473.75,150479.36,161862.43,195866.38,829971.78,1026119.1,923861.49
ORIENTAL MOTOR U S A CORPORATION,268260.42,270664.33,218102.68,245788.33,296096.09,299367.85,243638.76,262338.75,325628.7,262832.31,266068.07
CANADIAN SOLAR JAPAN K.K.,210090.56,223869.39,210886.77,276709.17,208053.07,254848.75,290302.07,410162.31,343827.28,382433.72,393165.93
VCOM SOLUTIONS INC_US,198190.45,277436.98,209727.08,306316.21,290236.03,289745.06,228762.55,389708.24,237917.22,317708.79,199390.22
